age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
32,F,African-American,25 - 45,Medium,Male,3,-1,5,Yes,Yes
20,F,African-American,Less than 25,High,Male,5,-1,9,Yes,Yes
67,F,African-American,Greater than 45,Low,Male,8,-1,4,No,No
31,M,African-American,25 - 45,Low,Male,7,-1,4,No,No
21,F,Caucasian,Less than 25,Low,Male,0,-1,4,Yes,Yes
30,M,African-American,25 - 45,High,Male,4,-1,8,No,No
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
25,F,African-American,25 - 45,Low,Male,0,0,2,No,No
25,F,African-American,25 - 45,Medium,Male,0,0,7,No,No
47,F,African-American,Greater than 45,High,Male,17,-55,8,No,No
27,F,African-American,25 - 45,High,Male,10,0,8,Yes,Yes
22,F,African-American,Less than 25,Low,Male,0,0,4,No,No
37,F,African-American,25 - 45,Medium,Male,8,0,6,No,No
68,F,Caucasian,Greater than 45,Medium,Male,7,-1,7,Yes,Yes
37,F,Caucasian,25 - 45,Medium,Male,0,0,6,No,No
42,F,African-American,25 - 45,Low,Female,1,-49,1,No,No
22,M,Caucasian,Less than 25,Medium,Male,5,-1,5,Yes,Yes
30,M,African-American,25 - 45,Low,Male,4,-1,2,No,No
34,M,African-American,25 - 45,Low,Male,1,-3,2,No,No
28,M,Other,25 - 45,Low,Male,0,-1,1,No,No
37,M,Caucasian,25 - 45,Medium,Male,4,-18,5,Yes,Yes
41,F,African-American,25 - 45,High,Female,8,0,8,Yes,Yes
52,M,Hispanic,Greater than 45,Low,Male,0,-1,1,No,No
36,M,Caucasian,25 - 45,Low,Male,2,-17,1,No,No
26,F,Caucasian,25 - 45,Low,Male,2,-3,2,No,No
24,F,Caucasian,Less than 25,Low,Male,0,0,2,No,No
27,F,African-American,25 - 45,Medium,Male,0,-1,6,No,No
37,M,Caucasian,25 - 45,Low,Female,0,0,1,No,No
31,F,African-American,25 - 45,Medium,Male,1,650,6,No,No
37,F,Hispanic,25 - 45,Low,Male,1,-1,3,No,No
23,F,African-American,Less than 25,Medium,Male,3,0,7,Yes,Yes
58,M,Caucasian,Greater than 45,Low,Male,5,-1,2,No,No
62,M,Caucasian,Greater than 45,Low,Female,1,-2,1,Yes,Yes
41,F,African-American,25 - 45,Low,Female,0,0,1,No,No
33,M,Hispanic,25 - 45,Low,Male,0,-1,1,No,No
33,M,African-American,25 - 45,Low,Male,0,0,1,No,No
33,F,African-American,25 - 45,High,Male,12,-1,10,Yes,Yes
41,F,African-American,25 - 45,Medium,Male,14,0,6,Yes,Yes
22,F,Hispanic,Less than 25,Low,Male,0,-1,3,No,No
26,F,Caucasian,25 - 45,Medium,Male,3,-1,5,Yes,Yes
33,F,Caucasian,25 - 45,Low,Female,0,-1,1,No,No
25,M,African-American,25 - 45,Medium,Male,0,-1,6,No,No
37,M,African-American,25 - 45,Low,Male,0,-1,1,Yes,Yes
23,F,Caucasian,Less than 25,High,Male,11,-1,10,Yes,Yes
37,F,Caucasian,25 - 45,High,Male,8,-63,8,Yes,Yes
21,M,African-American,Less than 25,High,Male,0,-1,9,No,No
45,F,Caucasian,Greater than 45,Medium,Male,21,-1,6,Yes,Yes
37,F,Caucasian,25 - 45,Medium,Male,13,-1,7,No,No
24,M,African-American,Less than 25,Low,Male,2,-1,4,No,No
35,F,African-American,25 - 45,Low,Male,0,-1,4,No,No
22,F,African-American,Less than 25,Low,Female,0,-1,4,Yes,Yes
29,F,Caucasian,25 - 45,High,Male,10,-1,9,Yes,Yes
41,F,African-American,25 - 45,Low,Male,6,-1,3,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,3,-35,7,Yes,Yes
34,M,African-American,25 - 45,Medium,Male,5,264,7,No,No
55,F,Caucasian,Greater than 45,Medium,Male,18,248,7,Yes,Yes
40,F,Caucasian,25 - 45,Medium,Female,3,-69,6,Yes,Yes
37,F,Hispanic,25 - 45,Low,Male,8,-8,2,Yes,Yes
51,F,African-American,Greater than 45,High,Male,19,-1,8,Yes,Yes
26,F,African-American,25 - 45,Low,Female,1,-1,3,Yes,Yes
46,M,African-American,Greater than 45,Medium,Male,2,-17,7,No,No
41,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
31,F,Caucasian,25 - 45,Medium,Male,9,-1,6,Yes,Yes
25,F,African-American,25 - 45,High,Male,2,0,9,No,No
27,M,African-American,25 - 45,Medium,Male,1,-1,5,No,No
31,F,African-American,25 - 45,High,Male,13,-1,9,Yes,Yes
23,M,Caucasian,Less than 25,Low,Male,0,-3,4,No,No
52,M,African-American,Greater than 45,Low,Male,7,-1,3,Yes,Yes
29,F,African-American,25 - 45,Medium,Male,6,-22,6,Yes,Yes
40,F,Caucasian,25 - 45,Medium,Male,10,-1,7,Yes,Yes
49,F,Caucasian,Greater than 45,Low,Female,0,-3,2,No,No
49,F,Caucasian,Greater than 45,Low,Male,8,-24,2,No,No
24,F,African-American,Less than 25,Medium,Male,3,0,5,Yes,Yes
41,M,African-American,25 - 45,Low,Male,7,-2,3,Yes,No
27,M,African-American,25 - 45,Medium,Female,3,-1,5,Yes,Yes
40,F,African-American,25 - 45,Low,Male,1,0,1,Yes,Yes
47,M,Caucasian,Greater than 45,Low,Male,0,-1,1,Yes,Yes
20,F,Caucasian,Less than 25,High,Female,0,0,10,Yes,Yes
21,M,African-American,Less than 25,High,Male,2,-1,8,Yes,Yes
44,M,African-American,25 - 45,High,Male,8,-1,8,Yes,Yes
41,M,Caucasian,25 - 45,Low,Male,0,0,1,No,No
31,M,African-American,25 - 45,High,Male,5,-1,9,Yes,Yes
42,M,Hispanic,25 - 45,Low,Male,1,-3,1,No,No
67,F,African-American,Greater than 45,Low,Female,0,-1,1,No,No
42,M,Caucasian,25 - 45,Low,Male,1,-3,2,No,No
25,F,African-American,25 - 45,Low,Male,0,-1,3,No,No
27,F,Hispanic,25 - 45,Low,Male,6,-1,4,Yes,Yes
43,M,Other,25 - 45,Low,Male,2,-1,1,No,No
23,F,Caucasian,Less than 25,High,Male,6,0,9,Yes,Yes
27,F,African-American,25 - 45,High,Male,13,-1,10,Yes,Yes
23,F,African-American,Less than 25,Low,Male,2,-1,2,No,No
33,F,Caucasian,25 - 45,Low,Male,2,-1,3,No,No
41,M,Caucasian,25 - 45,Low,Male,0,0,1,No,No
31,F,Caucasian,25 - 45,Low,Female,1,-2,2,No,No
23,M,African-American,Less than 25,High,Female,2,126,8,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,2,-1,7,Yes,Yes
53,F,African-American,Greater than 45,Low,Male,5,-1,4,No,No
36,M,African-American,25 - 45,Low,Male,1,0,1,No,No
58,M,Caucasian,Greater than 45,Low,Male,10,0,3,Yes,No
62,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
25,F,Caucasian,25 - 45,Medium,Male,4,-1,6,No,No
51,F,African-American,Greater than 45,High,Male,15,-1,8,Yes,Yes
46,F,Caucasian,Greater than 45,Low,Male,2,-14,2,No,No
28,M,African-American,25 - 45,Low,Male,4,-1,2,Yes,Yes
24,F,Caucasian,Less than 25,Low,Male,2,-1,3,Yes,Yes
32,F,Caucasian,25 - 45,High,Male,6,0,8,No,No
56,M,Caucasian,Greater than 45,Low,Male,13,-59,4,No,No
23,F,African-American,Less than 25,High,Male,2,0,9,Yes,Yes
25,F,African-American,25 - 45,Low,Male,1,188,3,No,No
58,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
33,F,Caucasian,25 - 45,Medium,Male,3,-90,7,Yes,Yes
59,F,African-American,Greater than 45,High,Male,8,-23,8,Yes,Yes
44,F,Caucasian,25 - 45,Low,Male,5,-47,2,No,No
20,F,African-American,Less than 25,Medium,Male,0,0,7,Yes,Yes
57,M,Caucasian,Greater than 45,Low,Male,0,0,1,Yes,Yes
37,F,Caucasian,25 - 45,Low,Male,1,0,2,Yes,Yes
43,F,African-American,25 - 45,Low,Male,0,-1,1,Yes,Yes
36,M,African-American,25 - 45,Medium,Female,1,0,5,No,No
59,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
35,F,Caucasian,25 - 45,Low,Male,4,0,2,Yes,Yes
29,F,African-American,25 - 45,Medium,Male,5,-1,5,Yes,Yes
21,M,African-American,Less than 25,Medium,Female,0,-1,5,No,No
28,M,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
34,M,African-American,25 - 45,Low,Male,5,-1,3,Yes,Yes
42,F,African-American,25 - 45,Medium,Female,16,-1,6,No,No
21,F,African-American,Less than 25,High,Male,3,-3,9,Yes,Yes
69,F,African-American,Greater than 45,Low,Male,1,-1,1,Yes,Yes
49,M,Caucasian,Greater than 45,Low,Female,1,-26,1,No,No
24,M,Caucasian,Less than 25,Medium,Female,0,0,5,No,No
27,F,African-American,25 - 45,High,Male,4,-1,8,Yes,Yes
55,M,African-American,Greater than 45,Low,Female,1,-1,1,No,No
19,F,African-American,Less than 25,High,Male,3,-200,10,Yes,Yes
24,M,African-American,Less than 25,High,Male,7,-1,8,Yes,Yes
21,F,Caucasian,Less than 25,Low,Male,1,-1,4,No,No
28,F,Caucasian,25 - 45,Medium,Male,0,-1,6,Yes,Yes
34,M,African-American,25 - 45,Medium,Male,4,0,6,No,No
27,F,African-American,25 - 45,Medium,Male,2,-1,5,Yes,No
37,M,African-American,25 - 45,High,Male,12,-1,10,No,No
40,F,African-American,25 - 45,Low,Male,1,-65,1,No,No
36,F,Caucasian,25 - 45,Low,Female,4,232,2,Yes,Yes
23,F,Caucasian,Less than 25,Low,Male,0,0,4,No,No
34,F,African-American,25 - 45,Medium,Male,19,-76,7,Yes,Yes
27,F,African-American,25 - 45,High,Male,5,-1,9,Yes,Yes
50,F,African-American,Greater than 45,Low,Male,1,-1,1,No,No
22,F,African-American,Less than 25,Medium,Male,1,-1,5,No,No
43,F,African-American,25 - 45,Medium,Male,1,-1,6,Yes,Yes
29,M,Caucasian,25 - 45,Medium,Male,0,-1,7,Yes,Yes
50,F,Hispanic,Greater than 45,Low,Female,1,18,2,Yes,Yes
61,F,Caucasian,Greater than 45,Low,Male,1,-5,1,Yes,Yes
34,F,African-American,25 - 45,Low,Male,1,0,1,No,No
56,F,African-American,Greater than 45,Low,Male,1,98,1,No,No
31,F,African-American,25 - 45,High,Male,16,-1,10,Yes,Yes
21,F,Caucasian,Less than 25,Low,Male,0,0,4,No,No
23,F,African-American,Less than 25,Medium,Male,1,-1,5,Yes,Yes
45,F,Other,Greater than 45,Low,Male,1,-1,1,No,No
24,M,African-American,Less than 25,High,Male,1,0,8,Yes,Yes
30,F,African-American,25 - 45,High,Male,1,0,9,No,No
32,F,African-American,25 - 45,High,Male,17,-1,8,Yes,Yes
61,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
27,M,Caucasian,25 - 45,Low,Male,3,-1,3,No,No
41,M,Hispanic,25 - 45,Low,Male,2,-1,2,No,No
60,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
23,M,African-American,Less than 25,High,Male,1,0,8,No,No
40,M,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
30,F,Caucasian,25 - 45,Low,Male,0,-7,3,No,No
20,F,Caucasian,Less than 25,Medium,Female,1,-41,5,No,No
20,F,African-American,Less than 25,Medium,Female,0,-1,5,No,No
48,F,Asian,Greater than 45,Low,Male,0,-1,2,No,No
24,M,African-American,Less than 25,Medium,Male,0,-1,5,Yes,Yes
30,M,African-American,25 - 45,Low,Male,5,-1,3,No,No
20,M,African-American,Less than 25,Low,Female,0,0,4,Yes,Yes
25,M,African-American,25 - 45,Low,Male,0,-1,3,No,No
38,M,Caucasian,25 - 45,Low,Male,0,0,2,Yes,No
29,F,African-American,25 - 45,Low,Male,0,-1,2,Yes,Yes
38,M,Caucasian,25 - 45,Medium,Female,1,-18,5,Yes,Yes
27,F,African-American,25 - 45,Low,Male,1,-1,2,Yes,No
21,M,Caucasian,Less than 25,Low,Male,0,0,4,Yes,Yes
24,F,African-American,Less than 25,Medium,Male,1,0,7,No,No
53,F,Caucasian,Greater than 45,Low,Male,3,-1,1,Yes,Yes
36,F,Caucasian,25 - 45,Low,Male,4,-1,2,Yes,Yes
64,M,African-American,Greater than 45,Low,Male,8,-4,4,Yes,Yes
23,M,African-American,Less than 25,High,Male,0,0,10,Yes,Yes
26,M,Caucasian,25 - 45,High,Male,3,0,10,No,No
48,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
27,F,Other,25 - 45,Low,Male,6,-1,4,Yes,Yes
21,F,African-American,Less than 25,Low,Male,0,-1,4,No,No
20,F,African-American,Less than 25,Medium,Male,0,-1,5,Yes,Yes
37,M,African-American,25 - 45,High,Male,17,-1,9,No,No
51,F,Caucasian,Greater than 45,Medium,Male,8,-1,5,Yes,Yes
47,F,Caucasian,Greater than 45,Low,Male,2,-1,2,Yes,Yes
29,M,Caucasian,25 - 45,High,Male,2,726,9,Yes,Yes
27,F,African-American,25 - 45,High,Male,2,-1,9,Yes,Yes
45,F,African-American,Greater than 45,Medium,Male,16,-1,7,No,No
41,F,Caucasian,25 - 45,Low,Male,0,-1,2,Yes,Yes
31,M,Caucasian,25 - 45,Low,Male,3,-1,2,Yes,Yes
28,F,Asian,25 - 45,High,Male,9,-1,8,Yes,No
29,F,African-American,25 - 45,Low,Female,1,-40,3,No,No
39,F,Caucasian,25 - 45,Low,Male,1,-1,1,No,No
33,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
21,F,African-American,Less than 25,Medium,Female,1,-1,6,Yes,Yes
48,M,Asian,Greater than 45,Low,Male,0,0,1,No,No
27,M,African-American,25 - 45,Low,Male,3,-1,3,No,No
24,F,Hispanic,Less than 25,Medium,Male,0,-1,5,No,No
24,M,Caucasian,Less than 25,Low,Female,0,0,3,No,No
29,M,African-American,25 - 45,Low,Male,3,-1,3,Yes,Yes
21,F,Caucasian,Less than 25,Medium,Male,0,-1,5,Yes,Yes
31,F,Caucasian,25 - 45,High,Female,14,0,10,No,No
32,F,Hispanic,25 - 45,Low,Male,1,-15,1,No,No
62,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
39,F,Caucasian,25 - 45,Medium,Male,3,-1,6,Yes,Yes
56,M,Caucasian,Greater than 45,Low,Male,2,-1,3,No,No
28,F,African-American,25 - 45,Low,Male,6,-1,1,No,No
26,F,African-American,25 - 45,Medium,Female,6,-1,6,Yes,Yes
24,F,African-American,Less than 25,High,Male,5,-1,9,Yes,Yes
51,M,Hispanic,Greater than 45,Low,Male,0,-1,1,No,No
51,F,Hispanic,Greater than 45,Low,Male,1,-1,3,No,No
28,F,African-American,25 - 45,High,Male,7,-1,10,No,No
36,M,African-American,25 - 45,Low,Female,1,-1,2,No,No
38,M,Caucasian,25 - 45,Low,Female,0,0,1,No,No
23,F,African-American,Less than 25,Low,Male,1,-2,2,No,No
28,M,Caucasian,25 - 45,Medium,Male,5,-1,7,Yes,Yes
29,F,Caucasian,25 - 45,Medium,Female,7,-1,6,Yes,Yes
20,F,African-American,Less than 25,High,Male,6,-70,10,Yes,Yes
38,F,Other,25 - 45,Low,Female,0,-1,1,No,No
29,M,African-American,25 - 45,Low,Male,0,-1,3,No,No
34,F,Asian,25 - 45,Low,Female,1,-10,1,No,No
29,F,African-American,25 - 45,Low,Male,11,-1,3,Yes,Yes
34,M,African-American,25 - 45,Medium,Male,8,-1,7,Yes,No
26,F,African-American,25 - 45,Medium,Male,6,-1,7,Yes,Yes
58,F,African-American,Greater than 45,Low,Male,0,-1,1,No,No
37,F,Hispanic,25 - 45,Medium,Male,6,-24,5,Yes,Yes
48,M,Caucasian,Greater than 45,Medium,Male,0,-6,6,Yes,Yes
61,F,African-American,Greater than 45,Low,Male,9,253,2,No,No
30,F,African-American,25 - 45,Low,Male,1,-1,3,Yes,Yes
44,F,African-American,25 - 45,Low,Male,0,-1,3,No,No
26,F,African-American,25 - 45,Medium,Male,3,1057,7,Yes,No
46,F,African-American,Greater than 45,Low,Male,3,-35,3,Yes,Yes
36,F,Caucasian,25 - 45,Low,Male,5,-1,3,No,No
29,F,African-American,25 - 45,High,Female,11,-1,9,Yes,Yes
23,M,Other,Less than 25,Medium,Female,0,-1,6,No,No
53,F,African-American,Greater than 45,Medium,Male,3,-1,6,Yes,Yes
33,F,Other,25 - 45,Low,Male,5,1027,3,Yes,No
35,M,African-American,25 - 45,Medium,Male,8,-1,6,No,No
39,F,Caucasian,25 - 45,Low,Female,3,-1,3,No,No
21,F,Hispanic,Less than 25,High,Male,1,-1,8,Yes,Yes
26,F,Caucasian,25 - 45,Medium,Female,2,0,6,Yes,Yes
26,F,African-American,25 - 45,High,Male,10,-1,9,Yes,Yes
28,M,African-American,25 - 45,Medium,Male,8,-1,6,Yes,Yes
21,M,Caucasian,Less than 25,Medium,Female,3,-1,7,Yes,Yes
37,F,African-American,25 - 45,Medium,Male,8,-1,5,Yes,No
29,F,Caucasian,25 - 45,Medium,Male,1,-77,6,No,No
22,F,African-American,Less than 25,High,Male,12,0,10,Yes,Yes
59,M,African-American,Greater than 45,Low,Male,4,-66,1,No,No
28,F,African-American,25 - 45,High,Male,12,-1,10,Yes,Yes
56,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
30,F,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
27,F,African-American,25 - 45,Low,Male,2,-1,4,No,No
29,F,Other,25 - 45,Low,Male,0,-1,2,No,No
24,F,African-American,Less than 25,Low,Male,1,216,4,No,No
27,F,Caucasian,25 - 45,High,Female,6,-1,10,No,No
43,M,African-American,25 - 45,High,Male,15,-1,9,Yes,Yes
53,F,African-American,Greater than 45,Medium,Female,5,-1,6,No,No
27,F,African-American,25 - 45,Medium,Male,6,-1,7,Yes,Yes
26,M,African-American,25 - 45,Medium,Male,6,-8,5,No,No
24,F,Caucasian,Less than 25,Medium,Female,1,-1,6,No,No
30,F,African-American,25 - 45,Medium,Male,0,0,6,No,No
56,F,Other,Greater than 45,Low,Male,6,-1,2,Yes,Yes
26,F,African-American,25 - 45,High,Male,4,-1,9,Yes,No
24,M,African-American,Less than 25,Medium,Male,3,0,6,Yes,Yes
30,M,Hispanic,25 - 45,Low,Male,6,-10,3,Yes,Yes
54,F,African-American,Greater than 45,Low,Male,4,-1,1,No,No
23,F,Hispanic,Less than 25,Medium,Male,0,0,5,Yes,Yes
25,F,Other,25 - 45,Low,Male,1,-1,4,Yes,Yes
48,F,African-American,Greater than 45,Medium,Female,18,-85,6,Yes,Yes
36,F,African-American,25 - 45,High,Female,13,-1,9,Yes,Yes
21,F,African-American,Less than 25,High,Male,1,0,10,Yes,Yes
26,F,Caucasian,25 - 45,Medium,Male,10,-1,5,Yes,Yes
26,M,Caucasian,25 - 45,High,Male,10,0,8,Yes,Yes
45,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
47,M,Caucasian,Greater than 45,Medium,Male,1,-1,5,No,No
30,F,Hispanic,25 - 45,High,Male,7,269,8,Yes,Yes
41,M,African-American,25 - 45,High,Male,14,41,8,Yes,Yes
50,F,Caucasian,Greater than 45,Low,Male,1,693,2,No,No
57,M,Caucasian,Greater than 45,Low,Male,3,-52,1,No,No
31,F,African-American,25 - 45,Low,Male,2,-1,1,No,No
21,F,African-American,Less than 25,Medium,Male,0,-1,7,Yes,Yes
28,M,African-American,25 - 45,Low,Female,1,-1,4,Yes,Yes
29,F,Caucasian,25 - 45,High,Male,9,-1,8,Yes,Yes
28,F,African-American,25 - 45,Low,Male,2,-1,4,No,No
25,M,Caucasian,25 - 45,Low,Female,1,-2,4,Yes,Yes
22,F,African-American,Less than 25,Low,Male,0,-1,3,Yes,Yes
21,F,African-American,Less than 25,Medium,Female,0,-1,6,No,No
48,F,Caucasian,Greater than 45,High,Male,0,-1,8,Yes,Yes
25,F,African-American,25 - 45,High,Male,4,-1,9,Yes,Yes
37,F,African-American,25 - 45,Medium,Male,7,-1,7,No,No
31,F,Caucasian,25 - 45,Medium,Male,5,0,6,Yes,Yes
56,M,Other,Greater than 45,Low,Male,0,-1,1,No,No
24,M,African-American,Less than 25,Low,Male,0,-1,3,No,No
30,F,African-American,25 - 45,High,Male,15,-1,10,Yes,Yes
47,M,Caucasian,Greater than 45,Low,Male,5,-1,2,No,No
66,M,Caucasian,Greater than 45,Low,Male,2,-1,3,No,No
51,F,African-American,Greater than 45,High,Male,21,-1,8,Yes,Yes
64,F,Caucasian,Greater than 45,High,Male,8,-290,10,Yes,Yes
76,F,Asian,Greater than 45,Low,Male,0,-2,1,No,No
28,F,Caucasian,25 - 45,Medium,Female,3,0,6,Yes,Yes
35,M,African-American,25 - 45,Low,Male,1,0,4,No,No
44,F,Other,25 - 45,Low,Male,6,-1,1,Yes,Yes
38,F,Hispanic,25 - 45,Medium,Male,7,-1,7,Yes,Yes
24,F,African-American,Less than 25,Medium,Male,0,-1,5,No,No
36,F,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
20,F,Hispanic,Less than 25,Medium,Male,0,-1,6,Yes,Yes
21,F,African-American,Less than 25,Low,Male,0,-2,3,Yes,Yes
27,F,African-American,25 - 45,High,Male,7,0,10,Yes,Yes
28,F,African-American,25 - 45,High,Male,18,0,9,Yes,Yes
52,M,Hispanic,Greater than 45,Low,Male,0,-1,1,Yes,Yes
39,F,Caucasian,25 - 45,High,Male,16,0,9,Yes,Yes
19,F,African-American,Less than 25,Low,Male,0,-1,4,Yes,Yes
40,F,African-American,25 - 45,Low,Male,2,-1,4,No,No
30,F,Caucasian,25 - 45,High,Male,5,-1,8,Yes,Yes
28,F,Caucasian,25 - 45,Low,Male,0,-1,3,Yes,Yes
27,M,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
23,F,Hispanic,Less than 25,Medium,Male,3,0,7,Yes,Yes
33,F,African-American,25 - 45,High,Male,8,-49,10,Yes,Yes
25,F,African-American,25 - 45,Medium,Male,7,-1,6,No,No
25,F,African-American,25 - 45,Medium,Male,3,114,5,Yes,Yes
33,F,Caucasian,25 - 45,Medium,Male,4,-56,6,No,No
24,F,African-American,Less than 25,Low,Female,0,-2,3,No,No
44,F,Caucasian,25 - 45,Medium,Male,0,-1,7,No,No
44,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
23,M,African-American,Less than 25,Medium,Female,0,0,7,No,No
31,F,Caucasian,25 - 45,High,Female,2,-1,8,Yes,Yes
27,F,African-American,25 - 45,Low,Male,0,0,2,No,No
26,F,Caucasian,25 - 45,High,Female,1,-1,8,Yes,Yes
57,M,African-American,Greater than 45,Medium,Male,16,0,5,Yes,Yes
55,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
36,F,Caucasian,25 - 45,Medium,Female,7,-1,6,Yes,Yes
45,F,Hispanic,Greater than 45,Medium,Male,6,630,6,No,No
30,M,African-American,25 - 45,High,Male,18,0,9,Yes,Yes
34,F,African-American,25 - 45,High,Male,0,-1,8,Yes,Yes
24,F,African-American,Less than 25,Low,Male,1,-1,2,No,No
21,F,Other,Less than 25,Medium,Male,0,-1,5,Yes,Yes
42,F,African-American,25 - 45,Low,Male,7,-1,1,No,No
34,F,Caucasian,25 - 45,High,Female,12,-1,10,Yes,Yes
30,M,Hispanic,25 - 45,Low,Male,3,-6,4,No,No
40,F,Caucasian,25 - 45,Low,Male,6,-1,4,No,No
24,F,Asian,Less than 25,Medium,Male,4,-120,6,Yes,Yes
30,F,Other,25 - 45,High,Male,13,-1,9,Yes,Yes
30,F,African-American,25 - 45,Low,Male,4,326,3,No,No
31,M,Caucasian,25 - 45,Low,Male,3,0,3,Yes,Yes
27,M,Caucasian,25 - 45,Low,Male,1,-1,3,No,No
22,F,Hispanic,Less than 25,Low,Male,0,-1,2,Yes,Yes
37,M,African-American,25 - 45,Low,Male,3,-1,3,No,No
25,F,African-American,25 - 45,Low,Male,1,0,2,No,No
45,F,Caucasian,Greater than 45,Low,Male,2,-1,1,No,No
22,F,Hispanic,Less than 25,Low,Male,1,-19,2,Yes,Yes
31,F,Caucasian,25 - 45,Medium,Male,1,-3,5,No,No
23,F,African-American,Less than 25,Medium,Male,0,-1,5,No,No
21,F,African-American,Less than 25,Low,Male,0,0,4,No,No
28,M,African-American,25 - 45,Medium,Male,6,-1,5,Yes,Yes
35,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
29,F,African-American,25 - 45,Low,Male,4,-1,4,Yes,Yes
23,F,African-American,Less than 25,Low,Male,2,-1,4,Yes,Yes
28,F,African-American,25 - 45,High,Male,7,-1,10,Yes,Yes
34,M,Caucasian,25 - 45,Medium,Female,0,0,7,Yes,Yes
32,F,Caucasian,25 - 45,Low,Female,5,-29,2,Yes,No
52,M,Caucasian,Greater than 45,Low,Male,2,-44,1,No,No
25,F,African-American,25 - 45,Low,Male,2,-1,4,No,No
34,F,Caucasian,25 - 45,Medium,Male,15,-1,7,No,No
47,F,African-American,Greater than 45,Low,Male,4,-1,4,Yes,Yes
30,F,African-American,25 - 45,Medium,Female,4,-1,5,No,No
22,M,Caucasian,Less than 25,Low,Male,0,-1,3,Yes,Yes
47,F,African-American,Greater than 45,High,Female,7,-1,9,Yes,Yes
37,F,Caucasian,25 - 45,High,Male,3,-1,8,No,No
37,M,African-American,25 - 45,Medium,Male,8,-1,5,No,No
26,F,African-American,25 - 45,High,Male,7,-1,10,Yes,Yes
31,M,Caucasian,25 - 45,Low,Female,0,0,2,No,No
20,F,Caucasian,Less than 25,Low,Male,0,0,3,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,0,-1,7,Yes,Yes
33,F,African-American,25 - 45,High,Male,14,-1,10,Yes,Yes
30,M,African-American,25 - 45,Low,Male,1,-1,2,No,No
27,F,Caucasian,25 - 45,Medium,Male,5,-1,6,Yes,Yes
24,M,African-American,Less than 25,High,Male,2,-1,9,Yes,Yes
20,M,Other,Less than 25,Low,Female,1,-1,4,No,No
29,M,African-American,25 - 45,Low,Male,0,0,2,No,No
24,F,Caucasian,Less than 25,Low,Male,0,-1,3,No,No
44,F,African-American,25 - 45,High,Male,29,296,9,Yes,Yes
46,M,Caucasian,Greater than 45,Low,Female,1,339,1,Yes,Yes
36,F,African-American,25 - 45,Low,Female,1,-1,2,No,No
23,M,African-American,Less than 25,Low,Male,0,-1,3,Yes,Yes
21,F,African-American,Less than 25,High,Male,1,0,10,Yes,Yes
29,F,African-American,25 - 45,Medium,Male,6,-1,6,Yes,Yes
25,F,Hispanic,25 - 45,High,Male,10,-1,9,Yes,Yes
22,F,Hispanic,Less than 25,Low,Female,1,-4,4,No,No
29,M,African-American,25 - 45,Medium,Male,4,-1,5,Yes,No
26,M,African-American,25 - 45,High,Female,0,-6,9,No,No
50,M,Caucasian,Greater than 45,Low,Female,7,-8,1,Yes,Yes
32,F,African-American,25 - 45,Low,Male,1,-1,2,No,No
45,F,Hispanic,Greater than 45,Low,Male,0,0,1,No,No
30,F,African-American,25 - 45,Low,Male,1,-1,2,No,No
25,F,African-American,25 - 45,Medium,Male,0,-1,5,No,No
44,F,Caucasian,25 - 45,Medium,Female,10,-1,5,Yes,Yes
58,F,African-American,Greater than 45,Low,Male,0,-1,4,Yes,Yes
24,F,African-American,Less than 25,Medium,Male,5,0,6,No,No
20,F,African-American,Less than 25,High,Male,1,-1,10,Yes,Yes
29,M,Caucasian,25 - 45,Low,Male,0,-1,1,Yes,Yes
21,F,Caucasian,Less than 25,Medium,Male,1,-1,5,No,No
38,M,African-American,25 - 45,High,Male,22,-34,9,Yes,Yes
62,F,Hispanic,Greater than 45,Low,Male,5,59,2,No,No
46,F,Caucasian,Greater than 45,Low,Female,1,-30,1,No,No
29,F,African-American,25 - 45,High,Male,17,-1,10,Yes,Yes
30,F,African-American,25 - 45,Low,Male,0,-1,4,Yes,Yes
55,F,African-American,Greater than 45,Low,Male,8,-1,1,Yes,Yes
